Time,Amplitude
5.54,-0.9510565162951483
5.55,-0.9999999999999999
5.5600000000000005,-0.9510565162951492
5.57,-0.8090169943749463
5.58,-0.5877852522924815
5.59,-0.3090169943749692
5.6000000000000005,2.156368735517883e-14
5.61,0.3090169943749561
5.62,0.5877852522924704
5.63,0.8090169943749382
5.64,0.951056516295145
5.65,0.9999999999999999
5.66,0.9510565162951524
5.67,0.8090169943749527
5.68,0.5877852522924902
5.69,0.30901699437495245
5.7,-1.0783081638862592e-14
5.71,-0.3090169943749459
5.72,-0.5877852522924616
5.73,-0.8090169943749486
5.74,-0.9510565162951504
5.75,-0.9999999999999999
5.76,-0.9510565162951559
5.7700000000000005,-0.8090169943749423
5.78,-0.5877852522924759
5.79,-0.30901699437496266
5.8,2.475922546353431e-18
5.8100000000000005,0.30901699437496266
5.82,0.5877852522924759
5.83,0.8090169943749423
5.84,0.9510565162951471
5.8500000000000005,0.9999999999999998
5.86,0.9510565162951504
5.87,0.8090169943749486
5.88,0.5877852522924846
5.89,0.30901699437497293
5.9,-1.7643579636634123e-14
5.91,-0.30901699437495245
5.92,-0.5877852522924671
5.93,-0.8090169943749359
5.94,-0.9510565162951524
5.95,-0.9999999999999998
5.96,-0.9510565162951538
5.97,-0.8090169943749549
5.98,-0.5877852522924704
5.99,-0.3090169943749561
6.0,-2.1558735510086122e-14
6.01,0.3090169943749422
6.0200000000000005,0.5877852522924815
6.03,0.8090169943749463
6.04,0.9510565162951492
6.05,0.9999999999999999
6.0600000000000005,0.9510565162951483
6.07,0.8090169943749446
6.08,0.587785252292479
6.09,0.30901699437496644
6.1000000000000005,3.917631795998353e-15
6.11,-0.3090169943749589
6.12,-0.5877852522924728
6.13,-0.80901699437494
6.140000000000001,-0.9510565162951546
6.15,-0.9999999999999998
6.16,-0.9510565162951515
6.17,-0.8090169943749509
6.18,-0.5877852522924878
6.19,-0.3090169943749496
6.2,-1.469823751231459e-14
6.21,0.3090169943749487
6.22,0.587785252292464
6.23,0.8090169943749503
6.24,0.9510565162951513
6.25,0.9999999999999998
6.26,0.951056516295155
6.2700000000000005,0.8090169943749406
6.28,0.5877852522924735
6.29,0.3090169943749599
6.3,2.547884322863083e-14
6.3100000000000005,-0.30901699437496544
6.32,-0.5877852522924784
6.33,-0.809016994374944
6.34,-0.951056516295148
6.3500000000000005,-1.0
6.36,-0.9510565162951494
6.37,-0.8090169943749469
6.38,-0.5877852522924822
6.390000000000001,-0.30901699437494307
6.4,-7.83773951454306e-15
6.41,0.3090169943749552
6.42,0.5877852522924695
6.43,0.8090169943749377
6.44,0.9510565162951534
6.45,1.0
6.46,0.9510565162951529
6.47,0.8090169943749532
6.48,0.587785252292468
6.49,0.30901699437495334
6.5,1.8618345230859297e-14
6.51,-0.30901699437494495
6.5200000000000005,-0.5877852522924838
6.53,-0.809016994374948
6.54,-0.9510565162951501
6.55,-0.9999999999999999
6.5600000000000005,-0.9510565162951474
6.57,-0.8090169943749429
6.58,-0.5877852522924767
6.59,-0.3090169943749636
6.6000000000000005,-9.772415167715292e-16
6.61,0.3090169943749617
6.62,0.5877852522924751
6.63,0.8090169943749417
6.640000000000001,0.9510565162951555
6.65,0.9999999999999999
6.66,0.9510565162951508
6.67,0.8090169943749492
6.68,0.5877852522924855
6.69,0.30901699437494684
6.7,1.1757847233087767e-14
6.71,-0.30901699437495145
6.72,-0.5877852522924664
6.73,-0.8090169943749521
6.74,-0.9510565162951522
6.75,-0.9999999999999999
6.76,-0.9510565162951541
6.7700000000000005,-0.8090169943749388
6.78,-0.5877852522924711
6.79,-0.30901699437495705
6.8,-2.2538452949404003e-14
6.8100000000000005,0.30901699437494123
6.82,0.5877852522924807
6.83,0.8090169943749458
6.84,0.9510565162951489
6.8500000000000005,0.9999999999999999
6.86,0.9510565162951573
6.87,0.8090169943749451
6.88,0.5877852522924799
6.890000000000001,0.3090169943749403
6.9,4.897349235316236e-15
6.91,-0.30901699437493096
6.92,-0.5877852522924719
6.93,-0.8090169943749395
6.94,-0.9510565162951543
6.95,-0.9999999999999999
6.96,-0.9510565162951607
6.97,-0.8090169943749514
6.98,-0.5877852522924656
6.99,-0.3090169943749505
7.0,-1.5677954951632472e-14
7.01,0.30901699437492075
7.0200000000000005,0.5877852522924862
7.03,0.8090169943749498
7.04,0.951056516295151
7.05,0.9999999999999999
7.0600000000000005,0.9510565162951552
7.07,0.8090169943749411
7.08,0.5877852522924742
7.09,0.30901699437496083
7.1000000000000005,-1.963148762455295e-15
7.11,-0.30901699437493746
7.12,-0.5877852522924775
7.13,-0.8090169943749435
7.140000000000001,-0.9510565162951564
7.15,-1.0
7.16,-0.9510565162951586
7.17,-0.8090169943749475
7.18,-0.587785252292483
7.19,-0.309016994374944
7.2,-8.817456953860943e-15
7.21,0.30901699437492725
7.22,0.5877852522924688
7.23,0.8090169943749539
7.24,0.9510565162951531
7.25,0.9999999999999999
7.26,0.9510565162951619
7.2700000000000005,0.8090169943749371
7.28,0.5877852522924688
7.29,0.3090169943749543
7.3,1.959806267017718e-14
7.3100000000000005,-0.309016994374944
7.32,-0.587785252292483
7.33,-0.8090169943749475
7.34,-0.9510565162951498
7.3500000000000005,-0.9999999999999999
7.36,-0.9510565162951564
7.37,-0.8090169943749435
7.38,-0.5877852522924775
7.390000000000001,-0.30901699437493746
7.4,-1.9569589560894117e-15
7.41,0.3090169943749338
7.42,0.5877852522924742
7.43,0.8090169943749411
7.44,0.9510565162951552
7.45,0.9999999999999999
7.46,0.9510565162951597
7.47,0.8090169943749498
7.48,0.5877852522924633
7.49,0.30901699437494773
7.5,1.273756467240565e-14
7.51,-0.3090169943749235
7.5200000000000005,-0.5877852522924886
7.53,-0.8090169943749514
7.54,-0.951056516295152
7.55,-0.9999999999999999
7.5600000000000005,-0.9510565162951543
7.57,-0.8090169943749395
7.58,-0.5877852522924719
7.59,-0.309016994374958
7.6000000000000005,4.90353904168212e-15
7.61,0.3090169943749403
7.62,0.5877852522924568
7.63,0.8090169943749451
7.640000000000001,0.9510565162951573
7.65,0.9999999999999999
7.66,0.9510565162951576
7.67,0.8090169943749624
7.68,0.5877852522924807
7.69,0.30901699437494123
7.7,5.877066674634118e-15
7.71,-0.30901699437493
7.72,-0.5877852522924482
7.73,-0.8090169943749556
7.74,-0.9510565162951541
7.75,-0.9999999999999999
7.76,-0.951056516295161
7.7700000000000005,-0.8090169943749521
7.78,-0.5877852522924664
7.79,-0.30901699437495145
7.8,-1.665767239095036e-14
7.8100000000000005,0.30901699437494684
7.82,0.5877852522924625
7.83,0.8090169943749492
7.84,0.9510565162951508
7.8500000000000005,0.9999999999999998
7.86,0.9510565162951555
7.87,0.8090169943749584
7.88,0.5877852522924751
7.890000000000001,0.3090169943749347
7.9,-9.834313231374127e-16
7.91,-0.30901699437493657
7.92,-0.5877852522924537
7.930000000000001,-0.8090169943749596
7.94,-0.9510565162951561
7.95,-0.9999999999999999
7.96,-0.9510565162951589
7.97,-0.8090169943749648
7.98,-0.5877852522924608
7.99,-0.3090169943749449
8.0,-9.797174393178826e-15
8.01,0.30901699437492636
8.02,0.587785252292445
8.03,0.8090169943749366
8.040000000000001,0.9510565162951616
8.05,1.0
8.06,0.9510565162951534
8.07,0.8090169943749543
8.08,0.5877852522924695
8.09,0.3090169943749552
8.1,2.0577780109495066e-14
8.11,-0.30901699437491603
8.120000000000001,-0.5877852522924822
8.13,-0.8090169943749637
8.14,-0.9510565162951582
8.15,-0.9999999999999999
8.16,-0.951056516295148
8.17,-0.809016994374944
8.18,-0.5877852522924782
8.19,-0.30901699437496544
8.2,-3.13583858258113e-14
8.21,0.3090169943749599
8.22,0.5877852522924736
8.23,0.8090169943749406
8.24,0.9510565162951462
8.25,0.9999999999999999
8.26,0.9510565162951513
8.27,0.8090169943749503
8.28,0.587785252292487
8.290000000000001,0.30901699437492164
8.3,-1.4704427318680473e-14
8.31,-0.3090169943749496
8.32,-0.5877852522924648
8.33,-0.8090169943749341
8.34,-0.9510565162951428
8.35,-0.9999999999999999
8.36,-0.9510565162951546
8.370000000000001,-0.8090169943749232
8.38,-0.5877852522924497
8.39,-0.3090169943749319
8.4,3.923821602364237e-15
8.41,0.3090169943749394
8.42,0.587785252292456
8.43,0.8090169943749279
8.44,0.9510565162951395
8.45,0.9999999999999999
8.46,0.9510565162951404
8.47,0.8090169943749296
8.48,0.5877852522924585
8.49,0.3090169943749422
8.5,6.856784113952001e-15
8.51,-0.3090169943749291
8.52,-0.5877852522924474
8.53,-0.8090169943749216
8.540000000000001,-0.9510565162951538
8.55,-0.9999999999999999
8.56,-0.9510565162951437
8.57,-0.8090169943749359
8.58,-0.5877852522924671
8.59,-0.30901699437495245
8.6,-1.763738983026824e-14
8.61,0.30901699437491886
8.620000000000001,0.5877852522924846
8.63,0.8090169943749486
8.64,0.9510565162951504
8.65,0.9999999999999998
8.66,0.9510565162951471
8.67,0.8090169943749423
8.68,0.5877852522924759
8.69,0.30901699437496266
8.700000000000001,-2.842542331422354e-14
8.71,-0.30901699437496266
8.72,-0.5877852522924759
8.73,-0.8090169943749423
8.74,-0.9510565162951471
8.75,-0.9999999999999999
8.76,-0.9510565162951504
8.77,-0.8090169943749486
8.78,-0.5877852522924846
8.790000000000001,-0.30901699437491886
8.8,1.76448175979073e-14
8.81,0.30901699437495245
8.82,0.5877852522924671
8.83,0.8090169943749359
8.84,0.9510565162951437
8.85,0.9999999999999999
8.86,0.9510565162951713
8.870000000000001,0.8090169943749216
8.88,0.5877852522924474
8.89,0.3090169943749291
8.9,-6.8642118815910615e-15
8.91,-0.3090169943749422
8.92,-0.5877852522924585
8.93,-0.8090169943749296
8.94,-0.9510565162951404
8.950000000000001,-0.9999999999999999
8.96,-0.9510565162951571
8.97,-0.8090169943749279
8.98,-0.587785252292456
8.99,-0.3090169943749394
9.0,-3.9163938347251765e-15
9.01,0.3090169943749319
9.02,0.5877852522924497
9.03,0.8090169943749232
9.040000000000001,0.9510565162951546
9.05,0.9999999999999998
9.06,0.9510565162951603
9.07,0.8090169943749341
9.08,0.5877852522924648
9.09,0.3090169943749496
9.1,1.4696999551041415e-14
9.11,-0.30901699437492164
9.120000000000001,-0.587785252292487
9.13,-0.8090169943749503
9.14,-0.9510565162951513
9.15,-0.9999999999999998
9.16,-0.9510565162951637
9.17,-0.8090169943749406
9.18,-0.5877852522924735
9.19,-0.3090169943749599
9.200000000000001,3.1365813593450365e-14
9.21,0.30901699437496544
9.22,0.5877852522924784
9.23,0.809016994374944
9.24,0.951056516295148
9.25,0.9999999999999999
9.26,0.951056516295167
9.27,0.8090169943749469
9.28,0.5877852522924822
9.290000000000001,0.30901699437491603
9.3,-2.0585207877134124e-14
9.31,-0.3090169943749552
9.32,-0.5877852522924695
9.33,-0.8090169943749377
9.34,-0.9510565162951446
9.35,-0.9999999999999999
9.36,-0.9510565162951704
9.370000000000001,-0.8090169943749198
9.38,-0.587785252292445
9.39,-0.3090169943749263
9.4,9.804602160817886e-15
9.41,0.30901699437494495
9.42,0.5877852522924608
9.43,0.8090169943749314
9.44,0.9510565162951413
9.450000000000001,0.9999999999999999
9.46,0.9510565162951561
9.47,0.8090169943749261
9.48,0.5877852522924537
9.49,0.30901699437493657
9.5,9.760035554983523e-16
9.51,-0.3090169943749347
9.52,-0.587785252292452
9.53,-0.809016994374925
9.540000000000001,-0.9510565162951555
9.55,-0.9999999999999999
9.56,-0.9510565162951595
9.57,-0.8090169943749325
9.58,-0.5877852522924625
9.59,-0.30901699437494684
9.6,-1.175660927181459e-14
9.61,0.3090169943749244
9.620000000000001,0.5877852522924893
9.63,0.8090169943749521
9.64,0.9510565162951522
9.65,0.9999999999999999
9.66,0.9510565162951627
9.67,0.8090169943749722
9.68,0.5877852522924711
9.69,0.30901699437495705
9.700000000000001,-3.430620387267719e-14
9.71,-0.30901699437496827
9.72,-0.5877852522924807
9.73,-0.8090169943749458
9.74,-0.9510565162951489
9.75,-0.9999999999999998
9.76,-0.9510565162951661
9.77,-0.8090169943749785
9.78,-0.5877852522924799
9.790000000000001,-0.30901699437491326
9.8,2.3525598156360946e-14
9.81,0.309016994374958
9.82,0.5877852522924719
